Pavarde Vardas  ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egzaminas
Petrauskas Arnas 8 9 7 6 2 7 5 5 5 8 5
Grigaitis Deividas 2 4 6 3 8 7 8 7 9 6 7
Petrauskas Titas 5 10 3 4 1 10 4 10 5 1 8
Vasiliauskas Benas 10 1 2 6 8 8 2 1 4 6 4
?epas Lukas 2 8 1 3 2 10 10 3 1 10 3
Petrauskas Kajus 5 2 9 10 6 9 3 2 1 6 5
Bacevi?ius Tomas 5 6 1 8 1 2 8 10 8 3 3
Mikalauskas Martynas 10 6 10 7 1 5 8 8 7 1 2
Grigaitis Dovydas 9 1 10 1 2 3 8 10 1 5 7
Šimkus Deividas 2 2 2 6 8 1 4 1 1 4 9
Petrauskas Titas 4 2 2 4 8 5 8 3 10 4 8
Šimkus Dominykas 2 9 10 6 4 4 7 7 4 2 2
Jankauskas Andrius 8 1 6 6 6 7 6 2 6 2 5
Vasiliauskas Jonas 7 10 2 2 3 3 1 1 9 10 10
ukauskas Tomas 10 6 5 3 8 4 10 2 10 3 4
Paulauskas Tomas 7 3 3 5 4 5 7 4 2 10 10
Maeika Dominykas 9 2 7 9 6 8 4 4 9 9 1
Noreika Laurynas 2 2 5 4 8 10 3 7 8 6 10
Jankauskas Deividas 5 5 2 8 2 4 2 8 1 3 2
Valantinas Deividas 9 5 5 8 9 1 1 6 5 4 7
Kavaliauskas Dominykas 8 9 6 5 4 10 5 5 9 2 6
Vasiliauskas Kajus 7 7 4 5 7 10 6 10 10 9 2
Giedraitis Vilius 2 5 10 3 10 2 9 4 3 3 3
?epas Dovydas 7 7 3 7 6 8 4 3 8 2 5
?epas Dominykas 3 4 4 3 2 2 6 8 3 8 8
Maeika Benas 4 1 8 10 9 4 8 1 10 2 5
Giedraitis Ignas 3 5 4 1 6 5 8 2 8 8 6
Jankauskas Nojus 2 1 5 2 8 10 6 7 1 2 1
Vasiliauskas Dovydas 2 9 7 10 6 2 8 2 2 1 4
Grigaitis Dovydas 4 3 3 8 1 8 4 3 10 8 2
Jankauskas Paulius 5 10 9 4 3 7 8 5 4 9 6
Petrauskas Tomas 7 6 5 9 10 10 7 10 2 8 7
Kairys Ignas 2 6 1 4 7 7 1 9 1 7 9
Pocius Kajus 2 3 10 4 6 4 10 4 5 6 3
Noreika Martynas 10 3 5 4 9 9 3 1 10 10 5
Jankauskas Dovydas 10 1 5 6 10 6 4 7 4 1 7
Vasiliauskas Andrius 6 10 8 5 7 5 2 2 10 1 1
Sadauskas Tomas 4 10 2 7 8 5 3 9 2 5 4
Noreika Ignas 1 4 7 5 2 5 8 1 4 3 4
Noreika Laurynas 7 7 2 1 5 3 2 7 10 1 3
Kavaliauskas Martynas 4 2 6 8 3 10 1 2 7 2 5
Grigaitis Nojus 3 1 2 8 7 6 1 5 2 5 6
Noreika Arnas 10 3 2 7 6 4 7 4 7 3 7
Vasiliauskas Deividas 1 9 4 3 5 9 5 2 5 7 8
Grigaitis Ignas 1 4 7 8 2 10 2 7 3 2 1
Pocius Jonas 9 1 5 3 7 5 5 2 9 3 4
Paulauskas Dominykas 1 2 10 10 4 3 2 9 9 10 8
Kazlauskas Kajus 10 2 5 4 3 6 4 1 10 1 10
Giedraitis Rokas 2 5 10 8 2 6 8 9 4 1 5
Kairys Arnas 6 2 2 8 3 4 8 2 2 7 9
Stankevi?ius Martynas 9 5 8 8 10 10 7 9 9 2 2
Pocius Andrius 7 1 5 1 6 1 8 4 10 2 2
Bacevi?ius Arnas 2 10 7 9 9 4 8 5 4 8 2
Giedraitis Benas 4 9 6 7 1 4 1 8 1 10 3
Petrauskas Dovydas 5 7 1 2 2 8 3 9 2 4 5
Maeika Kajus 8 1 7 4 7 7 9 3 3 10 8
?epas Vilius 2 4 4 9 4 2 10 7 1 10 4
Noreika Deividas 6 2 8 10 3 1 3 7 6 4 1
Sadauskas Dovydas 3 8 2 3 8 9 5 2 6 7 4
Bacevi?ius Deividas 2 3 9 8 9 2 3 4 2 6 3
Stankevi?ius Arnas 8 6 4 5 2 5 7 10 2 8 3
Šimkus Laurynas 8 1 1 4 5 5 7 6 5 5 1
Kavaliauskas Andrius 5 2 8 6 5 3 2 4 7 4 10
ukauskas Laurynas 7 9 7 2 3 7 6 1 8 2 2
Paulauskas Ignas 8 10 3 7 2 9 7 8 7 8 5
Noreika Titas 8 10 5 9 2 1 1 6 7 3 10
Kavaliauskas Ignas 7 7 4 10 3 10 2 7 7 5 10
Mikalauskas Dovydas 1 6 6 9 8 1 6 9 9 7 3
Pocius Kajus 7 1 2 10 10 1 10 4 3 2 4
Šimkus Mantas 5 7 5 1 2 5 2 5 6 7 7
Grigaitis Kajus 6 8 4 9 1 1 6 10 1 6 7
ukauskas Ignas 5 3 7 3 5 4 7 5 2 1 5
Giedraitis Kajus 3 5 3 10 7 5 6 10 1 5 5
Grigaitis Dominykas 7 6 5 6 5 4 5 4 4 4 3
?epas Paulius 2 6 5 2 5 10 6 3 10 1 5
Šimkus Martynas 1 2 6 8 6 1 4 2 5 8 3
ukauskas Tomas 9 9 6 1 8 6 10 8 3 3 7
Valantinas Arnas 10 9 6 3 1 7 7 8 5 10 7
Mikalauskas Paulius 8 5 6 4 3 1 1 3 9 9 6
?epas Arnas 6 9 2 3 9 10 7 7 6 2 1
Pocius Deividas 5 6 2 4 7 10 6 7 1 4 10
Kairys Adomas 9 10 9 3 8 7 1 7 8 9 2
Stankevi?ius Deividas 10 8 2 1 9 6 3 1 3 5 3
Paulauskas Vilius 9 2 7 10 3 3 3 5 9 8 3
Giedraitis Kajus 2 5 6 3 9 8 4 9 3 10 3
?epas Mantas 2 3 3 10 2 7 5 3 7 4 5
Kazlauskas Titas 7 1 10 2 9 9 10 2 2 3 2
Grigaitis Jonas 7 10 4 10 8 10 7 1 8 6 1
Kazlauskas Martynas 9 10 2 5 2 4 9 10 4 8 10
Kazlauskas Benas 10 4 6 3 1 4 2 4 3 4 6
Paulauskas Rokas 8 7 10 2 8 2 4 7 8 3 7
Stankevi?ius Dovydas 8 9 3 7 3 1 7 10 3 10 10
Pocius Kajus 2 3 5 9 4 5 10 7 6 1 7
Vasiliauskas Benas 2 6 4 6 3 6 2 8 2 5 2
Kavaliauskas Dominykas 5 3 9 2 3 2 3 9 5 5 8
Giedraitis Nojus 6 7 6 6 2 6 7 10 9 5 9
Paulauskas Nojus 6 2 8 4 3 5 1 7 7 9 9
Bacevi?ius Dovydas 2 9 5 2 4 1 4 4 6 8 1
Maeika Martynas 4 6 6 4 5 9 10 8 10 1 5
Jankauskas Paulius 2 8 6 6 10 5 3 2 8 6 2
Pocius Vilius 7 4 6 4 9 2 8 3 6 9 6
Maeika Vilius 4 4 4 1 4 2 2 6 3 1 1
Kairys Laurynas 6 4 7 1 2 7 9 6 5 2 1
Kazlauskas Laurynas 8 3 4 5 1 10 3 5 3 1 10
Valantinas Vilius 9 10 6 2 2 1 1 2 10 9 6
Pocius Martynas 5 1 4 4 2 2 2 10 3 5 8
Kazlauskas Jonas 10 4 7 5 6 2 4 7 3 6 6
Sadauskas Benas 10 10 5 3 10 5 10 8 1 3 9
Valantinas Titas 9 8 7 1 7 9 5 2 7 3 7
Šimkus Martynas 8 10 7 2 6 5 4 4 4 3 10
Giedraitis Tomas 9 7 7 3 10 7 2 7 2 4 7
Šimkus Andrius 9 9 7 6 2 9 9 8 2 4 10
Kazlauskas Jonas 1 7 6 4 6 8 7 9 7 1 10
Stankevi?ius Dovydas 7 4 7 2 6 3 7 8 3 1 5
Paulauskas Adomas 5 5 1 8 1 2 3 6 9 9 3
Jankauskas Andrius 3 5 5 3 7 8 2 1 4 8 9
Kazlauskas Vilius 8 2 3 7 9 1 9 1 3 4 7
Petrauskas Dominykas 10 5 2 10 9 5 8 5 4 5 5
?epas Ignas 6 8 3 1 8 3 4 6 5 3 1
Petrauskas Rokas 4 3 9 1 6 8 9 8 7 3 1
Kairys Ignas 8 5 5 6 4 4 2 9 8 7 8
Maeika Dominykas 6 8 4 3 8 8 4 10 5 5 10
Pocius Kajus 1 2 3 3 8 5 10 6 2 10 3
Kavaliauskas Mantas 3 4 4 9 8 7 10 7 3 9 10
Kazlauskas Ignas 4 9 10 1 10 2 7 5 6 5 4
ukauskas Paulius 3 10 7 2 4 2 7 9 4 1 3
Maeika Mantas 6 5 3 1 5 5 8 1 4 7 2
Valantinas Jonas 9 1 7 5 6 9 2 3 6 8 9
Kairys Dovydas 6 4 9 4 10 2 9 7 6 5 5
Mikalauskas Martynas 3 5 5 10 8 5 8 7 2 3 10
Kavaliauskas Kajus 1 1 1 8 3 7 8 4 10 5 7
ukauskas Lukas 9 5 10 7 4 1 10 6 2 3 10
Pocius Kajus 8 8 2 5 7 2 5 10 4 1 2
Noreika Adomas 3 5 8 10 5 8 3 5 1 5 2
ukauskas Jonas 4 9 5 3 4 10 3 5 6 3 6
Paulauskas Arnas 2 1 5 6 5 3 1 6 6 2 5
Bacevi?ius Mantas 10 1 4 9 3 5 3 8 2 2 6
?epas Paulius 3 2 5 9 4 3 6 2 4 10 2
?epas Dovydas 6 7 1 7 10 6 8 7 7 5 3
Giedraitis Dominykas 3 4 4 3 4 6 4 3 8 10 1
ukauskas Jonas 8 4 9 9 5 3 7 9 9 6 1
Noreika Kajus 9 8 9 8 1 6 9 9 4 1 2
ukauskas Dominykas 5 3 6 3 4 1 4 4 5 2 3
Giedraitis Deividas 8 2 1 10 8 8 1 6 1 7 10
Kairys Arnas 10 5 4 1 4 4 8 5 7 7 5
Valantinas Andrius 3 7 7 3 3 2 8 3 4 9 4
Petrauskas Jonas 10 8 4 6 7 2 1 8 1 9 5
Vasiliauskas Tomas 3 6 8 7 8 5 2 9 2 3 8
ukauskas Adomas 4 7 3 6 5 5 3 1 5 9 4
Paulauskas Benas 9 4 9 4 7 1 9 1 8 1 2
Kairys Dominykas 2 3 6 7 6 10 3 1 9 6 9
Kazlauskas Deividas 7 4 7 4 3 6 7 9 4 4 8
?epas Arnas 10 8 10 5 9 1 7 8 2 4 10
Maeika Andrius 1 3 10 1 7 5 8 2 1 6 7
Jankauskas Tomas 4 10 1 8 2 7 3 7 7 7 7
Kavaliauskas Dominykas 7 5 4 10 4 9 3 3 2 3 1
Kavaliauskas Paulius 7 8 4 9 10 7 6 10 3 2 1
Kairys Laurynas 8 6 10 3 9 10 3 8 2 1 2
Pocius Nojus 3 7 5 2 10 8 6 8 6 2 8
Grigaitis Laurynas 3 10 5 4 5 7 7 1 7 9 5
Valantinas Rokas 5 5 2 5 9 3 7 9 6 9 2
Vasiliauskas Tomas 9 7 9 5 3 8 5 10 8 3 10
Paulauskas Ignas 9 9 3 1 7 5 5 3 1 7 9
Stankevi?ius Martynas 3 7 10 1 6 4 5 3 9 1 6
?epas Ignas 5 10 3 8 5 2 6 7 9 5 7
Sadauskas Tomas 3 3 6 7 1 6 1 2 8 5 1
Noreika Vilius 3 6 3 4 6 7 7 9 6 2 3
Valantinas Adomas 8 4 3 5 6 1 10 2 4 5 6
Giedraitis Nojus 4 3 6 7 4 9 1 1 1 10 4
Šimkus Adomas 4 5 5 4 7 3 7 2 2 1 5
Stankevi?ius Kajus 6 1 3 9 10 1 2 10 1 10 1
Kazlauskas Rokas 8 3 3 3 8 3 5 9 9 6 3
Grigaitis Jonas 3 5 4 5 9 6 7 10 10 5 4
Sadauskas Arnas 4 4 3 1 9 1 7 4 10 2 4
Kazlauskas Dominykas 6 10 8 9 6 2 4 5 4 1 3
Jankauskas Deividas 1 2 3 7 3 1 8 1 8 10 3
Grigaitis Ignas 5 1 10 3 5 1 8 9 3 8 7
Šimkus Mantas 7 2 3 6 5 3 4 7 7 8 3
Pocius Andrius 7 5 2 9 10 6 9 5 8 6 7
Šimkus Benas 4 9 10 6 4 2 10 8 8 7 1
Mikalauskas Deividas 2 8 7 10 3 9 3 5 1 9 10
Šimkus Arnas 4 6 9 4 7 4 8 8 4 1 8
Sadauskas Adomas 4 9 8 9 2 3 10 6 6 3 1
Vasiliauskas Jonas 5 5 6 8 3 4 5 2 1 3 9
Šimkus Nojus 1 8 10 7 5 9 1 2 2 10 8
Sadauskas Mantas 9 3 7 1 9 2 5 7 3 4 2
Petrauskas Vilius 7 8 9 9 5 6 8 5 2 1 6
Šimkus Andrius 2 2 8 3 1 8 5 9 5 7 8
Valantinas Paulius 7 3 3 2 8 6 6 6 4 1 1
Stankevi?ius Kajus 10 4 8 7 10 8 8 1 3 8 6
Vasiliauskas Vilius 4 10 4 9 8 1 7 2 1 4 10
Kairys Deividas 4 1 7 4 2 8 2 4 4 9 4
Grigaitis Lukas 10 6 10 4 4 10 6 6 1 5 8
Kazlauskas Dovydas 10 6 2 2 3 7 2 9 8 5 4
Maeika Vilius 7 6 3 6 5 9 9 9 9 6 1
Stankevi?ius Arnas 3 6 1 5 6 1 6 6 10 1 4
?epas Titas 5 5 3 5 10 5 1 10 10 5 9
Kavaliauskas Paulius 3 1 5 9 4 5 6 6 5 3 3
Šimkus Rokas 2 2 3 9 1 5 1 1 6 4 9
Mikalauskas Deividas 10 2 1 7 1 1 2 4 8 9 1
Giedraitis Dominykas 10 3 2 7 10 5 1 6 3 10 5
Pocius Martynas 2 9 7 7 7 2 4 8 2 7 9
Jankauskas Dovydas 3 5 9 2 6 1 8 1 2 2 2
Jankauskas Dovydas 7 5 9 5 7 1 2 6 9 4 2
Jankauskas Nojus 10 5 5 9 7 9 9 7 5 9 9
Bacevi?ius Andrius 6 3 2 2 7 3 10 9 8 9 2
Paulauskas Mantas 3 6 9 1 3 9 3 10 7 7 8
Petrauskas Lukas 10 2 10 5 2 9 5 5 2 2 10
Sadauskas Dominykas 1 10 9 3 10 6 7 7 1 3 2
Stankevi?ius Benas 7 3 6 1 3 6 10 1 4 8 6
Grigaitis Dovydas 9 4 10 2 3 3 6 10 7 2 8
Kavaliauskas Jonas 9 9 5 1 7 1 8 10 2 3 10
Kairys Benas 7 10 6 1 1 2 7 1 5 8 7
Maeika Benas 10 7 4 6 8 5 10 10 10 3 4
Bacevi?ius Ignas 9 6 5 10 10 6 3 8 6 7 6
Petrauskas Paulius 9 2 2 1 8 8 1 10 2 5 5
Sadauskas Arnas 1 5 1 2 6 1 4 7 10 7 8
Sadauskas Dovydas 4 7 8 5 1 2 7 5 9 10 9
Stankevi?ius Deividas 2 3 4 4 5 7 8 5 9 3 3
Noreika Deividas 6 9 1 8 8 4 9 6 4 7 4
Pocius Tomas 1 3 8 1 10 2 3 3 7 5 10
Vasiliauskas Lukas 2 9 4 7 4 8 1 9 7 9 3
Pocius Dominykas 10 8 4 3 1 2 4 3 10 1 6
Petrauskas Martynas 1 9 2 10 2 6 3 2 3 3 9
Noreika Adomas 6 8 7 9 9 2 8 2 1 6 10
Kairys Arnas 3 8 1 10 3 7 10 9 6 7 4
ukauskas Benas 9 10 7 10 3 2 9 7 9 2 10
Sadauskas Titas 7 8 2 5 9 3 4 4 2 5 10
Grigaitis Rokas 3 6 10 1 3 5 4 1 6 1 8
ukauskas Andrius 8 4 1 7 8 3 8 10 3 2 7
?epas Lukas 10 1 6 8 5 7 2 10 6 1 10
Valantinas Jonas 1 6 6 2 8 9 8 4 1 10 5
Kazlauskas Titas 7 2 7 10 9 2 7 2 3 10 9
Stankevi?ius Tomas 4 9 5 7 8 1 10 5 2 3 2
Jankauskas Adomas 9 10 9 5 3 3 1 3 9 4 2
Grigaitis Jonas 10 6 2 6 10 1 1 10 10 6 6
Valantinas Rokas 6 1 7 1 7 5 1 7 1 4 3
Kavaliauskas Arnas 5 8 4 8 2 6 8 9 6 4 10
Kairys Nojus 8 6 3 2 10 8 3 7 9 3 9
ukauskas Nojus 7 6 7 6 5 7 2 9 1 4 6
ukauskas Lukas 10 9 6 9 2 2 5 3 3 4 4
Kairys Ignas 1 4 1 9 5 9 10 4 7 6 10
Mikalauskas Rokas 4 1 3 1 8 7 10 9 10 2 5
?epas Andrius 7 1 5 8 5 10 8 4 6 5 5
Valantinas Tomas 9 7 4 1 7 6 8 4 1 8 3
Valantinas Adomas 7 6 4 7 4 3 5 10 8 7 4
Vasiliauskas Titas 2 5 10 4 3 7 10 10 2 1 6
Maeika Vilius 3 8 5 4 6 6 3 10 7 7 6
Šimkus Mantas 9 5 10 2 1 4 4 10 4 9 9
Valantinas Nojus 3 6 1 10 5 10 7 8 2 4 3
Kazlauskas Martynas 5 6 10 9 3 4 1 9 5 7 4
Mikalauskas Arnas 4 8 2 6 4 10 6 6 7 2 1
Grigaitis Ignas 1 2 5 7 10 2 2 2 4 8 3
Grigaitis Jonas 4 9 6 10 2 2 2 3 7 8 3
Sadauskas Jonas 10 7 9 5 6 1 3 5 9 6 7
Sadauskas Martynas 8 5 7 1 5 7 2 5 9 9 2
Grigaitis Jonas 7 8 8 2 4 7 3 7 6 5 3
ukauskas Benas 6 2 10 9 5 5 4 2 10 4 4
Mikalauskas Deividas 6 9 7 10 9 4 7 5 3 10 3
Stankevi?ius Andrius 9 2 8 5 10 6 8 9 6 7 10
Šimkus Lukas 6 7 6 7 1 10 9 5 6 7 10
Valantinas Deividas 6 1 4 7 3 7 6 3 5 1 7
Šimkus Jonas 5 5 10 6 7 4 5 2 3 10 10
Pocius Adomas 5 10 9 5 2 4 1 2 9 3 8
Šimkus Vilius 5 6 5 1 7 8 1 2 3 9 7
?epas Rokas 5 4 2 7 6 5 5 7 7 8 5
Kairys Mantas 9 2 4 5 8 5 6 2 10 1 5
Šimkus Andrius 4 7 6 10 7 10 9 8 4 9 6
ukauskas Titas 8 9 8 4 9 5 5 5 5 8 8
Bacevi?ius Rokas 1 4 6 3 3 10 9 10 5 4 6
?epas Titas 4 10 9 7 9 9 6 10 5 4 9
Maeika Nojus 7 3 4 9 10 4 2 5 3 1 5
Kavaliauskas Arnas 7 10 5 2 9 10 3 7 8 2 1
Bacevi?ius Dominykas 8 4 7 1 2 3 5 3 3 2 2
Kazlauskas Dovydas 4 9 1 6 4 10 2 4 7 2 8
Kazlauskas Dovydas 6 10 5 10 5 4 9 1 5 10 1
Kairys Tomas 6 3 7 9 3 6 9 5 4 6 6
Vasiliauskas Tomas 8 6 5 7 2 10 3 5 6 9 2
Bacevi?ius Vilius 8 1 7 10 6 6 2 7 3 4 5
Noreika Arnas 4 9 3 2 4 9 3 8 6 4 7
Kairys Dominykas 8 2 2 4 10 6 5 8 7 5 8
Mikalauskas Adomas 3 1 3 7 8 3 2 4 10 2 7
Mikalauskas Rokas 5 5 10 3 10 7 8 10 10 10 4
Kavaliauskas Adomas 6 6 1 7 9 10 3 5 5 9 8
Grigaitis Martynas 4 6 3 1 7 1 10 9 2 3 3
Valantinas Adomas 5 9 9 4 4 9 2 7 4 7 7
Valantinas Tomas 3 1 1 9 4 5 4 6 3 3 3
Vasiliauskas Tomas 6 5 10 5 4 10 7 1 4 4 1
Valantinas Dovydas 9 6 2 1 8 9 2 5 3 10 8
Bacevi?ius Titas 1 6 4 5 3 9 6 7 10 3 5
Kairys Titas 7 3 6 1 6 8 1 5 5 5 4
Pocius Arnas 7 8 7 1 2 9 7 5 6 4 6
Jankauskas Titas 6 10 2 8 3 10 8 7 10 3 8
Bacevi?ius Lukas 2 1 8 1 5 6 7 1 6 5 8
Vasiliauskas Ignas 8 3 7 10 10 4 7 10 10 9 1
Maeika Martynas 3 5 5 5 8 3 2 8 10 9 6
Šimkus Arnas 9 1 1 10 9 10 9 7 3 3 9
Grigaitis Arnas 4 6 10 4 8 6 6 9 5 4 10
Vasiliauskas Laurynas 7 3 9 10 9 10 8 10 4 10 7
Maeika Tomas 6 8 6 5 1 10 2 4 4 9 6
Paulauskas Vilius 4 1 3 4 10 1 4 5 2 3 9
Maeika Mantas 10 3 7 1 5 1 8 3 9 6 8
Paulauskas Adomas 10 6 9 10 5 6 2 10 5 9 5
Jankauskas Benas 5 1 8 8 4 7 3 2 7 10 8
Paulauskas Jonas 10 5 10 8 4 3 6 9 10 3 1
Valantinas Martynas 6 7 4 3 10 6 9 5 2 3 7
Sadauskas Nojus 3 6 2 6 1 7 6 10 10 4 6
Mikalauskas Laurynas 5 4 3 5 8 5 10 5 10 5 8
Jankauskas Paulius 7 8 2 8 1 2 2 6 2 7 5
Jankauskas Arnas 9 1 3 9 2 2 10 8 7 2 7
Paulauskas Vilius 6 3 1 8 10 8 4 2 3 4 3
Petrauskas Tomas 7 2 7 4 4 6 8 2 9 5 2
Stankevi?ius Andrius 7 8 7 2 8 9 8 2 1 8 10
Mikalauskas Jonas 2 5 2 6 4 9 7 4 1 6 10
Kazlauskas Dovydas 6 6 8 10 3 7 2 7 10 9 2
?epas Arnas 8 4 7 9 9 9 9 8 7 6 6
Petrauskas Arnas 1 2 7 3 5 1 5 5 8 10 6
Maeika Tomas 7 3 6 8 10 6 4 4 9 2 7
Stankevi?ius Dominykas 4 5 1 10 5 2 3 7 2 6 4
Petrauskas Benas 6 10 3 9 7 3 8 6 8 6 4
Sadauskas Vilius 8 2 6 1 1 4 2 2 10 4 9
Paulauskas Vilius 10 2 7 3 9 5 10 9 2 9 6
Maeika Nojus 4 2 3 9 5 8 4 1 3 4 3
Kairys Tomas 2 8 3 9 9 3 1 8 9 8 3
Kazlauskas Vilius 7 6 9 6 9 10 4 8 4 10 2
Kavaliauskas Benas 5 8 7 6 10 5 1 4 1 7 9
Kairys Dominykas 3 1 4 4 4 1 7 9 10 9 6
Bacevi?ius Deividas 5 7 10 2 3 8 10 5 4 9 5
Valantinas Kajus 7 5 7 8 6 5 2 4 8 4 10
Maeika Andrius 4 10 6 7 4 6 10 3 1 10 7
Stankevi?ius Adomas 1 10 4 2 4 9 4 10 10 3 9
Mikalauskas Rokas 5 6 8 6 7 9 1 5 10 6 7
Jankauskas Deividas 5 1 3 5 10 5 3 1 6 1 6
Noreika Deividas 6 5 1 7 6 6 5 9 3 7 5
?epas Jonas 8 6 3 8 5 4 4 7 6 9 2
Jankauskas Mantas 7 6 3 1 7 7 7 6 2 1 5
ukauskas Paulius 4 6 6 3 1 4 7 7 3 6 6
Kazlauskas Dominykas 8 5 4 3 7 10 3 3 1 10 7
Bacevi?ius Ignas 10 1 8 7 5 9 2 8 3 7 3
ukauskas Ignas 2 1 9 6 4 1 7 3 1 2 9
Bacevi?ius Dominykas 1 6 10 6 6 10 10 8 8 4 5
Vasiliauskas Dovydas 3 8 3 2 4 6 8 1 5 3 4
Kairys Nojus 7 8 9 3 3 5 4 7 3 10 5
Bacevi?ius Adomas 5 9 8 9 10 8 3 6 6 6 5
Paulauskas Lukas 1 8 9 2 9 7 3 8 4 3 6
Mikalauskas Mantas 7 8 6 1 7 2 6 3 2 5 10
Stankevi?ius Titas 2 6 5 7 7 7 5 9 2 2 8
Kazlauskas Nojus 8 10 9 7 3 7 7 1 2 5 8
Maeika Ignas 9 3 5 7 6 3 3 5 2 10 1
Petrauskas Tomas 8 9 3 1 6 8 8 1 5 7 10
Kairys Tomas 2 2 3 3 3 1 4 9 1 9 9
Sadauskas Rokas 8 2 1 10 6 10 7 9 5 4 1
?epas Nojus 10 6 2 3 9 5 4 6 7 8 3
?epas Arnas 3 2 3 9 4 4 7 10 4 4 5
Stankevi?ius Kajus 6 4 6 10 5 4 3 5 9 9 10
Kairys Benas 10 10 8 7 4 5 7 1 7 8 4
Jankauskas Lukas 1 10 10 1 4 10 7 8 10 8 2
Petrauskas Andrius 2 2 7 4 7 8 9 6 2 4 2
Petrauskas Paulius 3 9 10 4 5 6 9 9 3 10 6
Stankevi?ius Paulius 10 8 1 8 5 2 1 1 4 2 4
Noreika Andrius 6 4 5 6 9 6 1 2 3 4 5
Jankauskas Lukas 8 5 2 10 2 10 8 8 8 3 8
Bacevi?ius Laurynas 3 4 9 6 7 7 3 6 3 9 7
Pocius Vilius 4 4 2 8 3 4 1 8 9 8 7
Mikalauskas Titas 10 10 1 10 9 6 1 5 7 7 4
Kairys Dominykas 7 2 2 7 3 8 3 10 6 4 5
Valantinas Nojus 6 5 7 2 9 5 8 7 8 10 9
Vasiliauskas Jonas 5 7 2 1 5 10 7 8 5 8 6
Kavaliauskas Andrius 8 9 7 8 8 5 9 6 9 2 5
?epas Benas 4 7 5 6 8 2 4 3 10 3 7
Sadauskas Laurynas 3 7 2 6 4 4 9 6 4 2 10
?epas Arnas 10 9 7 4 1 8 8 1 8 2 1
Bacevi?ius Lukas 1 8 6 9 1 4 5 5 2 5 9
Paulauskas Kajus 2 8 8 2 10 5 9 8 9 2 9
?epas Martynas 6 8 5 10 4 9 10 4 3 9 3
Sadauskas Martynas 6 10 4 10 1 9 9 1 2 2 6
Paulauskas Titas 2 5 8 5 8 6 3 2 7 8 8
Pocius Nojus 10 10 3 6 10 1 10 2 4 1 1
Petrauskas Dominykas 2 9 8 7 10 1 9 10 3 6 1
Grigaitis Ignas 1 8 7 9 4 7 2 7 3 10 2
Kairys Vilius 1 1 5 2 8 5 6 8 9 8 9
Stankevi?ius Deividas 2 9 1 2 6 9 1 1 6 7 1
Pocius Arnas 5 4 2 4 2 8 7 2 4 9 2
ukauskas Paulius 4 8 3 4 6 1 10 5 6 10 2
Šimkus Paulius 1 4 2 8 1 5 5 9 6 6 10
Valantinas Martynas 1 4 5 4 9 2 10 5 10 10 2
Vasiliauskas Nojus 9 1 1 9 2 4 4 7 5 3 2
Giedraitis Laurynas 2 5 4 8 9 4 3 8 8 2 2
Giedraitis Rokas 9 7 2 2 7 1 3 5 10 1 2
Stankevi?ius Lukas 3 7 2 7 8 8 10 7 3 4 9
Šimkus Lukas 4 1 9 5 8 4 1 4 8 2 1
Jankauskas Andrius 1 4 5 5 4 5 9 9 5 10 7
Kairys Martynas 6 3 5 2 3 5 6 4 6 8 2
Kavaliauskas Dominykas 5 4 6 8 3 1 5 9 9 7 3
Kavaliauskas Adomas 1 10 9 3 3 8 2 3 9 10 2
Šimkus Benas 4 5 5 2 10 9 4 4 4 7 10
Grigaitis Laurynas 1 7 7 10 8 9 1 2 4 8 1
Grigaitis Dovydas 4 2 10 3 2 3 10 10 2 6 6
Sadauskas Tomas 5 9 10 5 7 2 8 6 7 4 3
ukauskas Vilius 7 10 6 7 6 4 3 4 7 7 5
Stankevi?ius Adomas 3 1 7 5 5 5 4 10 10 1 3
Paulauskas Lukas 4 10 7 4 3 7 8 3 5 7 5
Petrauskas Andrius 6 3 5 10 7 5 10 4 4 8 7
Sadauskas Nojus 4 7 9 6 3 2 9 8 10 4 1
Mikalauskas Dominykas 9 8 10 1 9 1 6 10 7 4 10
Kavaliauskas Mantas 5 8 3 2 2 9 3 1 6 9 8
Kazlauskas Laurynas 2 10 4 7 9 7 7 10 1 7 9
Valantinas Lukas 10 3 4 9 8 5 5 8 6 9 10
Pocius Tomas 4 9 7 3 3 6 2 4 7 6 4
Kavaliauskas Vilius 5 3 2 2 8 2 6 4 4 5 10
Grigaitis Arnas 6 10 8 1 6 1 4 2 5 7 1
Noreika Mantas 6 7 9 8 10 6 9 7 9 2 3
Giedraitis Dovydas 3 7 10 9 9 4 3 10 10 10 1
Vasiliauskas Nojus 8 1 5 8 1 7 9 3 8 7 2
Grigaitis Paulius 8 4 1 3 1 5 7 7 7 8 2
Pocius Titas 7 10 2 10 10 7 6 2 10 7 2
Giedraitis Titas 1 8 4 8 3 2 10 8 3 2 7
Mikalauskas Ignas 5 8 9 7 10 1 4 1 9 7 9
Paulauskas Adomas 2 4 1 8 4 6 8 8 7 4 9
Pocius Dovydas 8 4 3 9 6 10 9 9 4 4 7
Pocius Benas 1 9 6 6 3 9 6 9 4 6 8
Maeika Paulius 6 1 10 9 10 9 4 6 6 3 2
Giedraitis Laurynas 9 8 7 4 3 6 10 3 5 10 7
Jankauskas Nojus 3 7 10 8 1 3 3 3 9 8 2
