Pavarde        Vardas         Galutinis (Vid.)
Andrius        Petrauskas         5.77
Dominykas      Šimkus             6.57
Arvydas        Petrauskas         5.91
Tomas          Misevičius         6.86
Eimantas       Petraitis          7.51
Eimantas       Jankauskas         7.80
Edgaras        Misevičius         5.46
Jonas          Sakalauskas        8.03
Justinas       Stankevičius       5.51
Saulius        Juodka             6.09
Aurimas        Kazlauskas         7.63
Dovydas        Žukauskas          7.06
Saulius        Norkus             8.80
Tomas          Juodka             6.97
Vilius         Rutkauskas         7.80
Lukas          Dapkus             8.23
Mantas         Sakalauskas        7.20
Gabrielius     Petraitis          8.06
Aurimas        Jasinskas          6.60
Mantas         Petrauskas         5.17
Dovydas        Navickas           5.03
Karolis        Zelvys             7.49
Martynas       Juodka             7.69
Aurimas        Morkūnas           7.14
Gabrielius     Morkūnas           6.66
Vytautas       Šimkus             5.63
Rokas          Vaičiūnas          5.71
Paulius        Petrauskas         6.86
Dominykas      Dapkus             5.49
Aurimas        Jasinskas          5.09
Mantas         Stankevičius       8.29
Vilius         Morkūnas           7.57
Deividas       Pocius             6.20
Eimantas       Rutkauskas         5.00
Karolis        Vaičiūnas          6.94
Mantas         Vaičiūnas          5.63
Arnas          Stankevičius       7.14
Deividas       Zelvys             7.66
Aurimas        Balčiūnas          5.66
Šarūnas        Šimkus             5.77
Vilius         Paulauskas         5.77
Saulius        Navickas           7.17
Lukas          Petrauskas         5.97
Vilius         Jankauskas         6.66
Deividas       Bagdonas           5.57
Karolis        Butkus             5.03
Tomas          Norkus             7.51
Eimantas       Paulauskas         8.34
Paulius        Navickas           5.31
Jonas          Rutkauskas         8.00
Arnas          Jankauskas         6.86
Jonas          Pocius             8.69
Tomas          Petrauskas         7.94
Dominykas      Petraitis          7.09
Rokas          Šimkus             8.00
Giedrius       Stankevičius       8.34
Karolis        Morkūnas           6.40
Rokas          Petrauskas         6.09
Ernestas       Paulauskas         6.17
Simonas        Pocius             6.09
Andrius        Sabonis            5.54
Dominykas      Sabonis            5.31
Saulius        Rutkauskas         5.80
Andrius        Juodka             5.09
Jonas          Kairys             8.11
Vytautas       Kairys             6.51
Giedrius       Butkus             7.11
Mantas         Kairys             5.86
Karolis        Bagdonas           7.14
Vytautas       Norkus             5.71
Mantas         Pocius             6.74
Edgaras        Sabonis            6.94
Justinas       Dapkus             8.17
Antanas        Norkus             5.46
Karolis        Zelvys             5.66
Mantas         Kundrotas          6.29
Simonas        Petrauskas         7.71
Ignas          Pocius             7.94
Antanas        Jankauskas         5.60
Mantas         Bagdonas           5.69
Martynas       Bagdonas           5.06
Deividas       Juodka             7.89
Tomas          Sabonis            5.29
Andrius        Stankevičius       7.49
Tomas          Kazlauskas         8.03
Mindaugas      Pocius             5.37
Edgaras        Balsys             8.57
Rokas          Urbonas            7.14
Rokas          Urbonas            5.00
Justinas       Butkus             5.23
Laurynas       Žukauskas          8.09
Justinas       Zelvys             8.49
Giedrius       Dapkus             8.63
Šarūnas        Urbonas            7.86
Laurynas       Šimkus             7.00
Aurimas        Zelvys             7.29
Simonas        Jankauskas         5.51
Arnas          Vaičiūnas          8.20
Vilius         Morkūnas           7.51
Andrius        Morkūnas           8.40
Mantas         Kairys             7.26
Arnas          Dapkus             6.77
Jonas          Dapkus             7.14
Martynas       Urbonas            8.57
Martynas       Juodka             6.80
Andrius        Jankauskas         6.14
Šarūnas        Urbonas            6.74
Ignas          Vaičiūnas          8.34
Paulius        Dapkus             5.97
Rokas          Petrauskas         8.06
Rokas          Norkus             8.37
Rokas          Misevičius         6.09
Vilius         Kairys             6.80
Arnas          Juodka             8.57
Andrius        Navickas           8.34
Aurimas        Žukauskas          8.23
Deividas       Kairys             7.80
Dovydas        Matulis            8.80
Gabrielius     Butkus             8.09
Vytautas       Žukauskas          7.80
Ernestas       Paulauskas         6.37
Laurynas       Šimkus             7.74
Aurimas        Sakalauskas        8.03
Mantas         Juodka             7.14
Lukas          Petrauskas         6.49
Giedrius       Jasinskas          6.17
Mindaugas      Šimkus             6.20
Gabrielius     Sabonis            6.89
Martynas       Vaičiūnas          6.20
Andrius        Kairys             7.31
Deividas       Petraitis          9.09
Lukas          Bagdonas           7.80
Karolis        Sakalauskas        8.86
Dovydas        Kundrotas          6.49
Andrius        Sakalauskas        7.66
Mantas         Petraitis          5.43
Dovydas        Juodka             6.71
Dominykas      Kazlauskas         6.54
Gabrielius     Kairys             6.49
Mantas         Butkus             6.06
Arvydas        Urbonas            6.09
Lukas          Matulis            5.77
Laurynas       Paulauskas         6.11
Simonas        Navickas           5.89
Vytautas       Vaitkus            5.00
Saulius        Zelvys             5.31
Jonas          Jankauskas         7.17
Antanas        Juodka             5.77
Gabrielius     Morkūnas           8.06
Andrius        Balčiūnas          5.51
Šarūnas        Rutkauskas         7.26
Giedrius       Paulauskas         7.54
Andrius        Kairys             6.71
Mantas         Paulauskas         6.63
Ernestas       Žukauskas          8.43
Šarūnas        Kairys             8.57
Deividas       Bagdonas           5.37
Ignas          Bagdonas           6.97
Ernestas       Matulis            7.83
Lukas          Morkūnas           8.20
Andrius        Morkūnas           7.80
Arnas          Matulis            6.94
Dominykas      Petraitis          7.06
Eimantas       Jasinskas          7.09
Justinas       Pocius             8.63
Ignas          Jasinskas          6.71
Antanas        Petrauskas         5.31
Antanas        Urbonas            8.29
Ernestas       Balsys             6.71
Simonas        Rutkauskas         5.66
Edgaras        Jasinskas          5.06
Vilius         Stankevičius       6.57
Gabrielius     Stankevičius       7.14
Justinas       Sabonis            7.06
Arnas          Navickas           5.06
Dovydas        Pocius             7.09
Arnas          Šimkus             7.09
Paulius        Vaitkus            5.77
Lukas          Jasinskas          5.60
Mantas         Paulauskas         5.14
Mantas         Butkus             7.74
Martynas       Butkus             5.74
Aurimas        Žukauskas          5.71
Giedrius       Morkūnas           6.26
Rokas          Sabonis            9.26
Arnas          Jasinskas          6.71
Antanas        Jasinskas          5.66
Giedrius       Bagdonas           8.11
Jonas          Paulauskas         8.06
Eimantas       Matulis            7.97
Aurimas        Kairys             8.20
Aurimas        Vaičiūnas          7.26
Edgaras        Bagdonas           5.80
Ernestas       Paulauskas         5.11
Ignas          Dapkus             8.74
Saulius        Vaitkus            5.60
Eimantas       Sakalauskas        6.06
Ernestas       Juodka             7.11
Deividas       Petrauskas         5.80
Simonas        Pocius             7.11
Gabrielius     Rutkauskas         8.69
Eimantas       Rutkauskas         5.31
Gabrielius     Matulis            8.29
Laurynas       Matulis            5.00
Dovydas        Kundrotas          6.03
Mindaugas      Stankevičius       6.66
Eimantas       Kazlauskas         5.49
Justinas       Jankauskas         5.83
Saulius        Petrauskas         8.09
Šarūnas        Sakalauskas        5.89
Giedrius       Jasinskas          5.77
Martynas       Butkus             7.94
Aurimas        Sakalauskas        7.20
Šarūnas        Matulis            6.17
Saulius        Paulauskas         7.63
Edgaras        Urbonas            6.54
Martynas       Sabonis            7.14
Justinas       Jankauskas         6.23
Mindaugas      Norkus             7.14
Ignas          Norkus             7.60
Simonas        Dapkus             7.60
Jonas          Petrauskas         5.91
Andrius        Sabonis            6.00
Gabrielius     Matulis            7.43
Ernestas       Kundrotas          5.20
Arnas          Juodka             8.40
Dovydas        Jankauskas         5.37
Simonas        Rutkauskas         5.94
Vytautas       Jasinskas          8.29
Ignas          Norkus             6.69
Paulius        Kazlauskas         7.14
Karolis        Sakalauskas        5.11
Vilius         Navickas           6.69
Tomas          Paulauskas         6.63
Tomas          Jankauskas         7.31
Tomas          Juodka             6.06
Simonas        Petraitis          7.29
Rokas          Kundrotas          6.09
Deividas       Žukauskas          5.51
Šarūnas        Jasinskas          8.66
Saulius        Norkus             6.46
Antanas        Vaičiūnas          6.97
Andrius        Misevičius         8.17
Edgaras        Morkūnas           8.14
Paulius        Petrauskas         5.40
Deividas       Žukauskas          7.06
Andrius        Jankauskas         8.06
Tomas          Šimkus             6.31
Vytautas       Petraitis          6.66
Giedrius       Dapkus             7.66
Edgaras        Urbonas            6.60
Dovydas        Šimkus             6.86
Ernestas       Navickas           6.46
Justinas       Norkus             7.57
Ernestas       Petraitis          8.17
Dominykas      Zelvys             6.49
Giedrius       Morkūnas           7.37
Paulius        Matulis            7.00
Deividas       Jankauskas         5.00
Mantas         Matulis            8.57
Lukas          Zelvys             6.11
Deividas       Sakalauskas        7.57
Jonas          Urbonas            5.06
Mindaugas      Misevičius         7.69
Dovydas        Petrauskas         7.94
Ignas          Norkus             7.77
Arvydas        Zelvys             5.20
Rokas          Žukauskas          5.60
