Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
Aurimas Zelvys 6 3 9 9 8 3 3 6 3 7 3 7 1 1 4 10
Paulius Jasinskas 7 1 4 1 8 8 7 6 2 8 9 2 10 8 8 10
Ernestas Petraitis 3 6 4 4 1 4 6 9 9 9 8 8 10 6 7 5
Vilius Balsys 6 2 10 5 9 6 8 9 1 1 2 10 5 5 3 7
Ernestas Balsys 5 4 5 3 1 10 8 8 6 4 7 4 5 10 1 4
Rokas Kazlauskas 3 4 8 4 6 1 9 6 7 4 6 3 6 3 1 3
Gabrielius Urbonas 4 1 7 7 5 4 10 2 10 5 6 2 8 3 5 2
Jonas Morkūnas 5 6 10 2 6 5 6 5 6 9 6 6 1 9 3 7
Simonas Petrauskas 5 8 8 7 6 3 2 7 5 8 9 10 3 4 5 10
Martynas Petrauskas 1 1 8 9 10 3 10 9 5 7 9 7 4 1 10 5
Rokas Zelvys 4 4 6 7 10 4 8 9 4 8 7 2 3 8 9 9
Tomas Balčiūnas 3 5 4 4 9 9 9 4 7 4 4 1 1 4 5 3
Arnas Norkus 6 2 8 2 2 6 6 8 5 2 4 1 2 2 4 10
Mantas Balsys 6 10 1 5 3 9 10 5 8 8 2 1 3 7 2 6
Martynas Paulauskas 2 2 7 1 2 2 5 7 9 10 8 10 5 4 10 5
Dominykas Balčiūnas 3 8 4 3 7 3 8 3 4 4 4 7 8 4 6 8
Rokas Navickas 10 3 6 5 9 3 8 10 4 9 5 2 3 1 7 9
Rokas Kundrotas 9 6 4 2 3 8 4 2 6 10 9 6 10 7 7 6
Arvydas Sakalauskas 7 2 5 9 7 3 6 1 3 1 4 9 6 3 6 2
Karolis Matulis 4 10 1 4 3 4 4 6 1 8 3 1 6 7 8 8
Paulius Pocius 8 8 3 3 8 7 6 5 9 5 8 4 2 3 9 9
Lukas Zelvys 7 3 9 5 5 7 7 7 1 4 2 2 7 9 2 8
Gabrielius Rutkauskas 7 9 3 9 10 7 3 1 1 10 10 9 1 6 4 3
Arvydas Kundrotas 10 9 2 4 9 5 10 5 5 8 10 8 1 6 5 8
Andrius Žukauskas 10 9 1 5 3 6 10 4 10 7 8 5 1 10 8 10
Laurynas Misevičius 3 4 5 10 7 4 4 7 6 2 2 10 2 2 9 5
Dovydas Butkus 2 3 9 3 3 5 1 6 5 8 3 5 10 5 1 6
Antanas Misevičius 3 7 2 3 3 2 6 10 7 10 6 4 7 1 2 7
Ignas Jasinskas 6 4 3 3 4 8 3 8 2 4 5 1 7 6 8 8
Mindaugas Navickas 9 7 2 7 10 8 1 10 2 3 5 6 9 9 10 6
Vytautas Kundrotas 5 3 9 5 6 3 10 8 5 7 8 5 3 3 4 5
Arvydas Vaičiūnas 7 2 1 1 10 3 2 8 5 1 4 1 3 7 7 2
Antanas Butkus 1 10 2 5 8 1 3 10 2 10 7 6 7 7 10 3
Mantas Jasinskas 5 5 7 5 7 6 4 4 8 2 9 6 8 1 6 3
Arnas Juodka 6 8 1 10 10 1 7 9 10 10 2 1 1 3 6 10
Justinas Vaitkus 8 1 8 5 10 2 4 10 5 4 3 8 3 6 4 3
Andrius Misevičius 10 3 6 1 9 6 7 7 4 5 10 5 9 10 6 6
Eimantas Sakalauskas 3 5 4 10 4 9 6 4 4 3 1 1 1 2 4 7
Eimantas Paulauskas 5 6 1 5 5 8 8 4 1 2 1 3 4 9 4 2
Ernestas Matulis 9 2 7 3 5 8 6 4 10 10 1 9 4 8 3 4
Dovydas Morkūnas 3 3 8 6 8 1 3 1 8 2 1 2 9 3 3 3
Martynas Kundrotas 4 7 10 8 1 8 1 1 5 8 9 10 2 4 10 2
Jonas Norkus 10 6 8 7 8 9 8 9 3 4 5 1 10 8 3 8
Giedrius Kairys 9 5 1 1 6 3 2 10 9 7 1 2 2 5 5 10
Lukas Norkus 10 5 3 5 6 6 2 10 8 8 7 8 4 8 1 6
Tomas Jankauskas 8 1 9 6 2 6 6 4 7 9 1 4 5 9 6 10
Šarūnas Balsys 4 3 2 2 2 3 5 3 6 7 5 3 9 5 5 1
Eimantas Vaitkus 1 9 1 10 7 10 10 6 5 4 3 6 5 3 9 4
Jonas Paulauskas 8 8 4 10 10 1 7 3 1 6 4 6 8 9 1 1
Aurimas Zelvys 2 8 1 2 5 8 8 10 1 5 10 4 2 6 5 3
Justinas Sabonis 3 4 7 2 3 1 1 4 4 2 7 8 3 9 6 6
Jonas Morkūnas 9 2 2 9 7 6 1 10 4 10 5 9 6 1 8 7
Mantas Rutkauskas 6 7 8 1 7 4 1 7 7 6 7 2 5 1 3 1
Rokas Jasinskas 1 9 2 7 10 5 10 7 7 7 4 10 8 3 6 3
Laurynas Misevičius 6 7 1 7 5 4 7 9 7 10 4 9 2 5 4 7
Eimantas Zelvys 3 7 6 10 2 6 10 7 1 9 4 5 3 10 1 9
Rokas Žukauskas 6 2 6 6 6 1 9 2 2 9 5 5 6 1 9 7
Dominykas Kundrotas 6 6 7 3 6 7 6 6 3 8 4 1 6 5 8 10
Edgaras Rutkauskas 8 2 6 6 7 7 3 5 8 9 2 8 7 1 1 1
Rokas Petrauskas 2 2 6 1 4 3 10 4 4 4 10 9 3 9 1 7
Giedrius Urbonas 4 10 3 6 5 4 1 5 2 3 2 5 10 10 3 7
Paulius Dapkus 9 7 9 4 1 5 3 6 3 5 2 8 7 5 5 6
Vilius Vaičiūnas 1 2 9 10 7 2 2 7 10 4 5 3 6 4 3 8
Giedrius Bagdonas 4 4 7 4 7 8 9 1 9 10 1 1 6 5 6 1
Vilius Pocius 10 1 1 6 7 9 6 7 3 5 3 1 4 7 4 8
Andrius Misevičius 7 1 2 10 5 6 7 8 9 8 10 2 8 8 9 7
Gabrielius Norkus 8 6 2 7 5 6 5 10 8 6 1 1 10 3 7 2
Paulius Juodka 2 9 2 7 4 4 6 7 2 8 5 2 3 6 1 3
Martynas Petrauskas 1 5 1 10 9 10 6 3 3 3 6 7 3 9 7 6
Vilius Morkūnas 4 9 1 7 4 7 9 1 4 9 7 5 1 6 1 6
Vytautas Jasinskas 1 1 1 1 6 4 5 8 7 9 1 8 7 5 7 1
Mantas Misevičius 7 5 4 5 5 6 6 5 8 4 5 1 10 9 7 3
Andrius Kairys 1 2 1 8 8 2 5 3 9 7 9 5 2 8 10 7
Antanas Matulis 7 8 3 4 2 6 8 9 2 7 6 3 2 10 8 8
Arvydas Žukauskas 1 7 2 8 10 8 2 3 1 6 10 5 3 4 9 8
Justinas Rutkauskas 7 3 2 1 4 6 5 7 9 9 1 4 10 10 10 5
Vytautas Balčiūnas 1 3 7 7 9 10 10 10 5 3 8 8 3 9 4 6
Tomas Jankauskas 6 5 7 6 8 6 3 6 5 7 10 1 2 9 1 8
Eimantas Vaičiūnas 10 4 9 4 4 7 4 7 10 9 1 5 8 8 8 6
Andrius Bagdonas 4 7 5 4 10 10 2 5 10 2 7 6 6 7 8 1
Mantas Kairys 2 5 4 1 5 10 3 8 4 3 2 1 3 3 2 1
Ernestas Kairys 4 3 3 4 5 3 6 5 4 1 8 8 7 7 9 3
Vytautas Žukauskas 3 3 9 3 10 5 4 9 4 10 8 8 5 4 2 8
Aurimas Paulauskas 7 2 8 5 5 5 2 1 5 3 9 10 3 10 8 3
Andrius Pocius 8 5 3 3 9 8 1 3 3 3 2 1 7 9 2 2
Deividas Navickas 9 4 5 5 2 9 5 7 7 5 4 10 2 2 1 10
Saulius Sakalauskas 3 2 7 8 9 7 5 1 7 10 6 4 6 7 9 8
Arvydas Juodka 8 1 10 4 1 10 4 7 5 6 1 4 6 1 4 1
Rokas Sakalauskas 3 2 1 3 8 1 7 2 3 6 8 9 3 6 1 1
Tomas Jankauskas 5 5 5 4 1 4 9 10 3 9 6 4 1 4 1 6
Martynas Kairys 10 3 2 2 3 7 5 8 9 9 9 5 5 7 10 1
Lukas Kairys 6 8 7 3 7 3 10 8 2 3 3 1 9 4 1 4
Justinas Dapkus 8 1 7 5 4 2 10 8 1 8 4 9 5 6 10 1
Lukas Šimkus 5 8 9 8 2 8 1 9 7 4 8 5 4 10 6 1
Jonas Misevičius 2 9 6 10 9 10 8 9 9 10 1 5 4 1 10 2
Eimantas Pocius 9 1 7 4 7 10 5 2 8 6 5 2 9 2 3 3
Tomas Norkus 8 2 8 5 3 9 8 6 5 7 6 4 9 9 3 9
Mindaugas Žukauskas 10 9 3 3 8 10 3 10 4 9 1 9 2 8 5 2
Laurynas Butkus 6 8 6 1 7 8 10 4 9 9 7 3 4 9 1 9
Mantas Paulauskas 8 5 6 2 9 9 6 3 9 8 2 1 9 9 5 4
Karolis Sakalauskas 7 7 2 6 9 4 6 7 10 7 10 5 8 2 2 10
Vytautas Kundrotas 4 10 2 8 5 7 10 5 3 10 6 9 9 10 3 6
Vytautas Pocius 3 1 1 9 6 6 6 4 9 10 3 2 1 4 5 7
Simonas Norkus 5 2 9 9 2 4 10 7 9 6 10 10 5 8 3 5
Dominykas Balčiūnas 6 8 4 3 4 9 5 10 1 7 2 4 4 9 9 10
Paulius Vaitkus 4 10 6 9 7 1 2 10 7 8 8 5 1 6 3 6
Mindaugas Šimkus 6 6 6 7 1 7 7 9 8 2 4 10 6 3 10 4
Karolis Paulauskas 4 8 2 3 1 1 3 5 3 5 7 4 2 1 7 3
Deividas Balsys 1 2 8 1 10 6 9 1 1 10 2 8 9 5 2 4
Tomas Pocius 6 1 1 8 5 4 9 10 9 10 2 9 7 7 8 6
Saulius Petrauskas 8 3 8 10 7 4 8 1 9 2 5 1 6 9 1 10
Mindaugas Morkūnas 2 1 3 4 3 2 3 1 8 5 9 8 8 9 6 2
Saulius Vaičiūnas 2 4 4 7 9 7 5 8 8 5 2 2 3 2 1 3
Rokas Sakalauskas 10 5 7 1 9 8 6 4 6 9 2 5 3 2 3 8
Edgaras Kazlauskas 6 3 6 2 5 1 1 2 1 8 9 5 4 8 4 7
Šarūnas Juodka 5 9 4 7 9 7 2 1 2 2 8 3 1 5 6 5
Tomas Jasinskas 9 9 6 7 9 7 3 1 10 4 3 6 10 2 4 6
Saulius Šimkus 10 8 2 4 7 6 5 1 6 10 2 6 2 2 3 1
Justinas Paulauskas 3 5 9 4 8 2 1 7 4 1 4 9 3 4 6 6
Justinas Dapkus 7 2 6 5 4 9 6 10 3 4 5 3 3 9 3 2
Giedrius Vaičiūnas 1 5 5 4 6 4 5 8 9 5 10 6 1 2 9 2
Ignas Zelvys 3 7 10 10 6 10 2 10 6 7 1 9 5 7 10 4
Šarūnas Rutkauskas 6 5 4 4 9 1 9 1 4 5 9 3 10 3 4 4
Antanas Pocius 9 3 7 10 3 8 7 9 6 2 1 5 7 9 5 1
Dovydas Juodka 6 10 8 7 7 5 10 10 3 3 3 4 10 10 6 7
Aurimas Zelvys 5 10 7 1 10 4 10 7 9 4 2 10 7 1 7 7
Andrius Petraitis 2 3 10 10 1 1 9 6 9 2 10 3 10 1 4 8
Ignas Balsys 6 9 4 2 2 5 7 4 9 7 5 3 4 1 6 8
Mantas Kairys 4 4 7 4 3 10 9 3 5 2 7 7 6 9 10 3
Saulius Jankauskas 2 2 8 2 3 5 5 8 9 8 7 3 8 5 10 9
Rokas Balčiūnas 3 9 6 5 1 2 3 6 4 1 4 8 3 6 8 3
Gabrielius Misevičius 5 10 3 8 10 3 1 2 10 4 3 9 5 5 5 3
Eimantas Dapkus 7 10 1 1 8 5 6 8 4 6 2 10 8 6 2 1
Edgaras Vaitkus 5 5 1 10 6 1 1 6 6 1 10 4 6 2 8 4
Aurimas Dapkus 3 10 6 5 6 10 10 3 7 2 5 5 8 6 3 6
Ignas Juodka 7 3 3 10 5 5 4 10 1 8 2 1 4 1 9 9
Paulius Bagdonas 3 6 9 2 5 4 2 2 7 1 9 7 9 7 8 9
Lukas Žukauskas 5 6 7 3 10 6 2 7 6 5 8 9 2 10 4 5
Justinas Paulauskas 8 8 10 7 6 2 10 9 7 5 9 4 6 6 2 5
Dovydas Petraitis 3 1 7 5 2 4 6 1 1 4 9 1 8 6 4 9
Jonas Kazlauskas 9 1 3 8 8 6 6 10 4 7 1 7 3 4 5 10
Mindaugas Stankevičius 1 10 3 5 7 9 6 9 8 6 2 9 9 4 3 4
Vytautas Sabonis 3 10 7 3 9 9 5 2 9 8 2 5 3 7 3 6
Martynas Balsys 6 9 10 10 1 3 6 1 6 8 8 5 10 8 9 8
Andrius Vaitkus 6 4 7 4 1 10 6 9 2 2 7 2 8 6 9 1
Arvydas Butkus 2 10 3 1 3 8 8 7 8 2 9 3 3 1 7 7
Šarūnas Juodka 3 2 3 7 10 1 6 2 1 7 1 10 6 3 5 1
Šarūnas Dapkus 6 9 7 9 7 8 6 1 2 10 5 8 5 2 3 7
Jonas Juodka 3 9 7 4 6 10 3 6 1 6 1 10 9 6 7 7
Arvydas Šimkus 8 7 5 6 8 7 4 6 10 5 6 9 5 10 10 8
Arnas Petraitis 1 3 3 1 9 10 5 8 9 1 9 2 4 4 6 1
Andrius Jasinskas 2 8 1 4 10 5 9 1 2 7 9 5 6 6 3 7
Dominykas Juodka 8 9 9 1 5 7 7 8 6 2 6 1 2 10 3 6
Lukas Kazlauskas 3 7 2 9 5 8 9 3 2 9 4 5 7 5 7 1
Laurynas Juodka 2 1 3 7 3 8 2 8 7 10 3 4 9 6 1 1
Dominykas Urbonas 2 4 9 7 4 7 3 4 5 9 4 7 1 2 9 1
Tomas Butkus 8 1 9 1 10 7 6 3 7 6 2 1 4 8 2 8
Rokas Kundrotas 8 10 1 4 8 7 3 2 9 3 9 5 1 9 3 10
Antanas Petrauskas 5 1 5 4 1 9 5 1 2 8 6 8 4 10 8 9
Mantas Balsys 9 6 8 7 9 1 3 7 10 10 8 6 6 3 2 2
Dovydas Dapkus 9 3 9 9 8 3 6 7 2 9 1 4 2 5 2 4
Dominykas Dapkus 7 8 6 7 2 1 6 1 3 3 3 3 9 5 7 2
Rokas Butkus 8 1 7 8 5 8 7 9 2 5 6 9 9 7 6 10
Antanas Balsys 7 8 2 1 10 1 7 6 5 10 1 10 1 8 8 1
Gabrielius Vaičiūnas 3 10 3 10 10 8 5 7 5 3 2 6 2 5 7 10
Saulius Balsys 4 2 8 8 9 9 6 10 5 6 10 5 3 3 3 10
Martynas Vaitkus 1 6 5 5 9 7 2 5 8 3 10 4 3 6 3 6
Deividas Kundrotas 2 2 5 3 10 8 8 10 9 1 9 6 10 8 10 4
Paulius Kairys 5 1 3 8 2 8 7 9 6 7 3 5 7 2 4 5
Justinas Sabonis 5 6 8 4 9 6 10 4 9 9 4 4 7 2 4 7
Eimantas Rutkauskas 2 3 4 2 2 5 6 4 2 10 2 10 5 9 10 10
Šarūnas Morkūnas 3 6 8 8 1 2 5 10 3 5 6 7 4 4 7 6
Deividas Sabonis 10 10 1 9 2 2 10 10 5 2 9 8 2 8 7 9
Rokas Šimkus 3 5 10 7 10 4 9 4 2 1 7 10 9 4 2 7
Vilius Sakalauskas 7 7 2 8 4 8 5 5 9 8 7 1 4 9 3 4
Martynas Morkūnas 9 8 8 10 8 7 1 1 2 5 1 2 2 9 3 5
Simonas Urbonas 4 7 2 5 10 10 1 10 1 9 6 6 9 6 5 4
Giedrius Paulauskas 10 9 4 3 3 1 5 5 8 1 7 10 2 8 6 8
Laurynas Vaičiūnas 8 10 1 6 8 5 2 6 9 4 10 9 5 10 9 3
Edgaras Juodka 7 4 8 9 8 6 8 10 8 6 6 5 8 5 2 10
Ernestas Urbonas 4 7 3 4 8 3 6 8 2 10 6 6 6 3 1 1
Ignas Bagdonas 7 5 7 10 8 3 8 7 2 2 8 10 7 3 8 5
Karolis Šimkus 9 5 5 4 5 9 3 1 4 3 1 2 2 8 3 2
Eimantas Butkus 1 10 3 2 4 9 6 8 6 3 1 8 3 5 9 1
Paulius Matulis 8 8 8 10 10 1 9 1 2 3 7 1 7 1 10 7
Jonas Kazlauskas 10 9 7 9 9 6 4 5 7 7 10 3 4 4 10 1
Vilius Paulauskas 4 5 2 7 3 8 3 1 3 6 8 10 9 3 7 6
Lukas Pocius 4 7 5 1 1 1 8 2 5 1 7 5 4 9 9 2
Arnas Jasinskas 8 1 8 4 7 2 4 4 2 6 9 1 6 4 10 1
Rokas Matulis 4 6 4 4 3 3 9 2 4 2 9 8 5 10 10 4
Deividas Norkus 7 6 9 9 7 10 7 2 3 3 8 6 8 4 3 2
Arnas Rutkauskas 6 3 8 10 5 7 6 9 9 2 8 6 10 2 8 9
Lukas Butkus 7 6 1 1 9 6 7 2 10 3 8 6 6 3 8 4
Deividas Stankevičius 4 2 5 6 6 2 6 4 3 9 6 2 2 1 2 3
Saulius Rutkauskas 4 4 5 4 7 3 3 5 4 5 1 4 7 1 6 9
Antanas Bagdonas 1 7 5 8 8 2 3 9 8 3 2 2 4 8 1 8
Mindaugas Sabonis 2 5 7 7 4 1 6 8 1 4 5 6 2 7 4 2
Dovydas Juodka 4 6 10 3 7 5 10 5 2 2 9 10 10 5 3 9
Ignas Paulauskas 5 6 7 5 5 10 10 2 3 2 6 3 1 6 3 2
Arvydas Dapkus 5 1 7 2 6 5 9 5 4 2 5 8 1 3 8 4
Paulius Morkūnas 9 9 9 1 3 3 10 3 3 8 9 10 6 7 1 3
Edgaras Norkus 8 1 2 1 3 6 1 7 5 5 7 8 6 4 9 5
Martynas Matulis 8 5 10 8 7 3 6 2 7 1 4 9 4 6 9 1
Martynas Sakalauskas 7 3 10 5 1 6 6 6 10 1 3 1 6 4 6 5
Ernestas Rutkauskas 5 6 3 9 2 5 1 4 3 2 3 6 7 9 2 5
Andrius Rutkauskas 4 7 7 1 7 7 6 6 4 6 2 2 1 5 6 5
Mindaugas Balčiūnas 3 9 4 1 5 2 3 6 2 9 7 6 10 6 10 8
Jonas Paulauskas 8 4 5 6 1 1 7 7 2 9 4 2 7 2 2 6
Simonas Butkus 1 8 8 1 1 2 3 1 9 1 10 7 9 6 1 1
Saulius Morkūnas 5 6 9 4 5 9 9 1 10 10 8 1 1 8 5 10
Simonas Butkus 1 10 4 1 6 10 4 2 7 3 6 7 2 3 4 10
Rokas Žukauskas 7 4 10 8 9 4 7 3 6 4 10 4 9 8 3 3
Arvydas Šimkus 4 6 1 10 1 6 7 1 6 8 1 4 3 3 7 3
Saulius Navickas 1 9 9 6 2 1 2 7 7 10 3 5 8 8 5 7
Laurynas Vaitkus 6 3 1 9 4 4 3 8 7 5 1 6 1 2 6 2
Edgaras Kairys 2 8 6 5 6 6 10 1 8 2 5 9 9 3 5 6
Lukas Kairys 6 2 10 3 8 2 8 4 4 3 3 5 1 2 5 2
Arnas Paulauskas 2 2 10 8 7 4 9 9 1 8 7 6 7 7 4 2
Jonas Navickas 4 3 3 3 5 8 6 5 7 10 9 6 8 1 1 1
Ignas Juodka 2 2 8 3 9 2 2 4 10 1 4 2 9 1 10 4
Šarūnas Misevičius 3 4 3 8 2 8 2 7 3 3 10 5 5 8 8 2
Mindaugas Norkus 4 2 9 2 4 5 10 2 7 3 10 4 5 2 6 1
Martynas Jankauskas 4 5 4 10 8 8 4 3 4 6 3 7 7 7 3 10
Arnas Sakalauskas 4 7 5 9 10 6 5 4 2 4 8 2 6 5 2 3
Deividas Urbonas 7 8 8 3 7 4 8 5 8 6 2 7 6 3 9 1
Antanas Dapkus 5 9 10 1 3 4 8 4 1 5 10 4 1 10 2 8
Ernestas Jankauskas 6 3 1 5 6 5 5 2 9 9 1 4 9 4 4 8
Dominykas Juodka 9 1 10 7 8 10 4 4 2 2 6 9 10 2 9 3
Martynas Zelvys 10 4 5 6 3 7 6 9 9 7 7 9 10 8 3 3
Arnas Urbonas 2 3 2 1 5 2 4 1 5 9 3 7 5 8 6 3
Ignas Bagdonas 6 8 6 3 2 2 2 2 4 8 1 1 9 4 6 7
Karolis Žukauskas 3 10 9 9 6 8 10 1 8 9 5 3 8 9 7 1
Giedrius Sabonis 4 6 2 6 7 4 3 7 8 1 4 2 5 5 3 7
Ernestas Petrauskas 6 10 2 9 1 6 3 2 2 9 1 2 9 7 1 9
Paulius Bagdonas 10 6 9 8 6 6 4 10 9 6 3 6 5 1 10 9
Justinas Jasinskas 10 9 7 2 3 10 10 7 3 3 2 6 5 1 5 5
Martynas Norkus 8 7 8 10 5 6 2 4 6 5 10 8 6 4 4 6
Arnas Norkus 4 2 5 4 8 8 2 3 9 5 7 8 6 5 3 2
Ignas Juodka 3 3 5 5 4 8 3 7 5 7 9 4 8 7 6 6
Dominykas Pocius 3 5 2 2 2 6 6 4 8 8 7 1 4 4 10 1
Laurynas Jankauskas 2 10 2 6 6 2 6 6 8 4 5 7 2 9 2 10
Aurimas Bagdonas 3 9 2 5 6 4 8 9 10 3 10 10 9 3 6 9
Gabrielius Žukauskas 5 7 7 10 8 6 1 3 9 8 10 1 3 3 5 6
Eimantas Bagdonas 7 2 10 2 3 9 7 10 8 2 7 3 8 2 9 6
Ignas Kundrotas 10 2 8 5 4 6 5 8 3 5 1 3 3 8 6 10
Karolis Navickas 9 4 4 3 4 1 7 8 7 10 2 1 1 5 9 1
Arnas Petrauskas 6 1 10 4 8 9 9 8 1 2 10 9 7 2 10 4
Saulius Kundrotas 4 5 10 3 7 1 6 4 2 7 6 10 9 9 3 4
Gabrielius Navickas 9 7 1 10 10 7 9 2 4 9 1 7 4 7 1 8
Gabrielius Vaičiūnas 4 1 7 5 5 10 6 7 3 1 7 2 9 1 10 2
Antanas Balsys 9 2 9 4 1 9 6 10 9 5 2 3 8 2 8 7
Ignas Matulis 10 4 3 2 3 5 3 5 3 3 1 9 10 8 8 9
Gabrielius Kairys 10 10 10 3 6 5 9 5 7 4 6 5 3 6 1 3
Andrius Balsys 9 8 8 2 6 7 8 7 7 3 1 2 4 10 1 6
Karolis Sabonis 5 6 9 3 7 8 7 9 7 10 5 2 3 4 10 10
Giedrius Matulis 6 1 7 10 5 2 2 9 8 1 3 9 4 2 9 4
Edgaras Balsys 6 9 7 5 1 5 8 8 7 2 9 8 10 10 4 3
Martynas Navickas 8 1 2 10 6 7 6 4 8 2 10 3 7 10 9 1
Edgaras Dapkus 7 6 7 3 1 10 5 3 1 8 9 6 1 8 3 2
Edgaras Žukauskas 10 5 7 10 5 2 4 3 4 10 6 8 1 4 1 6
Andrius Norkus 9 2 10 10 6 6 4 8 2 1 9 4 7 2 3 10
Saulius Butkus 4 2 7 8 4 3 6 2 10 10 1 3 8 1 10 9
Mindaugas Balčiūnas 1 1 7 8 7 10 6 6 2 1 6 7 6 4 3 4
Saulius Urbonas 7 2 2 1 7 2 3 7 8 6 8 2 5 10 2 7
Edgaras Pocius 8 7 4 3 7 1 6 8 9 10 10 3 7 8 6 3
Karolis Butkus 5 7 2 6 5 5 5 1 6 7 9 2 10 10 4 1
Gabrielius Pocius 1 5 2 6 9 7 5 9 5 9 7 2 5 9 3 4
Dominykas Kazlauskas 8 4 7 3 8 8 6 9 6 7 10 9 10 5 8 1
Jonas Balčiūnas 10 4 2 10 7 3 1 3 5 6 3 3 3 2 9 4
Vilius Petraitis 8 8 7 9 5 3 7 9 6 9 4 1 3 10 7 7
Saulius Jankauskas 4 7 7 10 10 7 6 7 8 1 3 6 6 1 2 10
Dovydas Šimkus 6 7 5 6 8 7 3 10 6 3 8 5 10 4 4 3
Edgaras Paulauskas 2 5 7 4 2 1 5 2 1 4 9 6 5 2 9 6
Vilius Juodka 1 6 4 2 8 6 1 2 4 7 2 2 1 3 2 4
Edgaras Sabonis 7 3 1 9 10 5 2 6 9 5 6 4 1 1 6 5
Ernestas Paulauskas 9 1 10 1 7 4 5 2 6 3 7 8 3 2 5 2
Paulius Kairys 1 10 7 5 8 1 8 10 5 3 10 3 4 9 8 10
Vytautas Norkus 4 9 5 2 3 1 7 3 10 6 5 5 9 6 10 2
Ernestas Petrauskas 10 10 9 6 6 2 3 5 1 8 2 5 3 2 4 5
Jonas Rutkauskas 10 1 5 5 2 4 4 3 8 3 6 5 4 9 3 5
Deividas Vaičiūnas 7 2 7 4 4 7 5 5 3 8 4 1 6 8 6 5
Andrius Stankevičius 10 3 7 4 9 1 4 1 7 1 8 3 4 2 7 6
Šarūnas Šimkus 1 1 9 6 3 1 4 2 4 10 3 6 4 9 6 5
Gabrielius Matulis 2 5 10 1 8 2 10 3 7 5 10 7 9 6 1 2
Gabrielius Kairys 9 7 6 10 2 10 1 10 7 5 4 10 10 2 4 5
Rokas Kazlauskas 4 3 2 2 3 4 1 10 1 9 2 9 9 6 10 4
Šarūnas Zelvys 5 7 7 6 4 8 1 6 3 3 5 5 1 6 4 2
Mantas Zelvys 4 3 7 8 9 5 2 3 1 5 9 2 2 10 4 9
Gabrielius Kairys 5 10 10 6 5 3 4 6 5 8 3 8 10 6 2 7
Saulius Butkus 3 8 10 7 10 4 8 10 2 4 10 2 6 3 10 2
Giedrius Petraitis 7 6 4 3 9 1 3 8 9 2 5 1 6 8 8 7
Šarūnas Matulis 5 7 2 4 2 8 6 2 3 10 8 7 9 5 1 3
Tomas Bagdonas 6 3 2 9 5 9 6 10 8 4 1 6 1 1 1 7
Jonas Morkūnas 7 8 9 4 6 5 9 10 5 1 6 7 4 1 4 5
Arnas Zelvys 9 4 1 2 5 1 7 10 6 10 3 4 4 1 8 7
Jonas Stankevičius 5 1 5 10 3 7 8 7 1 10 4 1 10 9 9 2
Giedrius Morkūnas 9 2 9 2 1 8 10 10 6 9 1 4 2 5 6 5
Ignas Kazlauskas 8 4 6 2 2 10 8 3 2 2 8 10 9 9 3 2
Šarūnas Jasinskas 3 1 10 5 3 7 9 5 8 1 6 6 2 8 5 10
Mantas Matulis 8 3 3 9 7 1 9 10 3 2 1 5 4 9 2 1
Gabrielius Jankauskas 3 7 10 5 9 3 8 8 3 5 8 3 7 3 1 2
Mindaugas Kairys 3 1 2 10 8 3 3 1 1 3 5 6 4 6 3 7
Mindaugas Matulis 3 2 6 3 8 3 1 8 1 1 2 7 9 6 1 10
Martynas Kundrotas 9 4 2 7 7 2 9 9 4 5 8 1 1 2 3 10
Ignas Balsys 3 4 9 5 1 3 9 9 10 3 4 5 2 6 10 2
Giedrius Jankauskas 6 10 9 10 2 10 4 2 3 5 8 7 8 1 3 2
Laurynas Pocius 10 8 8 7 4 5 10 6 9 3 6 1 4 6 1 3
Rokas Misevičius 1 5 10 8 2 8 9 3 1 8 7 2 6 7 8 7
Mantas Sabonis 10 8 10 7 3 2 7 8 7 7 8 1 3 8 9 7
Martynas Zelvys 7 2 1 6 10 1 3 7 9 2 2 9 9 8 2 5
Karolis Juodka 9 7 3 8 8 4 3 5 10 3 7 3 2 3 2 6
Karolis Šimkus 5 3 4 7 7 10 9 9 9 6 5 1 5 5 1 9
Vytautas Petraitis 2 2 8 2 2 6 3 7 5 7 7 10 4 7 6 5
Arnas Balčiūnas 10 4 7 4 8 5 2 10 7 8 1 4 7 6 3 7
Arvydas Pocius 5 9 10 9 9 9 1 1 5 6 9 4 5 9 1 1
Paulius Vaičiūnas 1 7 8 2 10 10 4 4 2 7 8 4 5 6 8 6
Gabrielius Petrauskas 10 5 3 5 7 4 2 8 4 6 3 10 9 6 2 6
Andrius Matulis 1 6 2 3 3 5 6 4 10 5 1 8 7 7 4 8
Laurynas Balsys 3 3 5 2 2 4 5 10 10 3 8 7 6 9 8 1
Ignas Kundrotas 1 3 8 8 2 10 4 5 3 10 9 6 8 7 7 5
Dovydas Kazlauskas 7 4 8 9 1 10 8 4 5 5 9 7 10 1 1 7
Martynas Matulis 6 4 9 1 3 7 9 2 8 7 2 4 2 6 2 10
Dominykas Kazlauskas 3 5 1 3 7 3 2 8 9 6 5 9 1 8 8 7
Šarūnas Matulis 9 10 9 8 1 10 8 3 6 1 8 6 6 9 5 4
Simonas Sabonis 10 9 1 1 9 4 9 6 9 6 5 6 8 7 7 8
